seq_id,pred_model,bit_score,evalue,pred_class
tr|A0A370HUZ9|A0A370HUZ9_9HYPH,,,,NO_HIT
tr|A0A370I644|A0A370I644_9NOCA,8ca.alpha.45,20.3,1.4e-07,alpha
tr|A0A370IA23|A0A370IA23_9NOCA,8ca.alpha.45,21.2,7.4e-08,alpha
tr|A0A370IDQ9|A0A370IDQ9_9NOCA,8ca.alpha.45,18.9,3.8e-07,alpha
tr|A0A370IIV0|A0A370IIV0_9NOCA,8ca.alpha.45,96.3,6.2e-31,alpha
tr|A0A370K5V4|A0A370K5V4_9GAMM,,,,NO_HIT
tr|A0A370KC31|A0A370KC31_9GAMM,8ca.alpha.45,21.9,4.5e-08,alpha
tr|A0A370KD44|A0A370KD44_9GAMM,8ca.beta.45,283.0,1e-87,beta
tr|A0A370KDR3|A0A370KDR3_9HYPH,8ca.alpha.45,28.7,3.6e-10,alpha
tr|A0A370KM03|A0A370KM03_9HYPH,8ca.alpha.45,23.8,1.2e-08,alpha
tr|A0A370KMN3|A0A370KMN3_9HYPH,8ca.alpha.45,16.5,2.1e-06,alpha
tr|A0A370L311|A0A370L311_9HYPH,8ca.alpha.45,14.2,1e-05,alpha
tr|A0A370MXS8|A0A370MXS8_9BURK,8ca.alpha.45,29.1,2.8e-10,alpha
tr|A0A370N6X0|A0A370N6X0_9BURK,8ca.alpha.45,25.3,4e-09,alpha
tr|A0A370NEX0|A0A370NEX0_9BURK,8ca.alpha.45,20.7,1e-07,alpha
tr|A0A370NHW8|A0A370NHW8_9BURK,8ca.alpha.45,32.6,2.2e-11,alpha
tr|A0A370NN61|A0A370NN61_9BURK,8ca.beta.45,294.7,2.7e-91,beta
tr|A0A370NW39|A0A370NW39_9BURK,8ca.alpha.45,28.3,4.8e-10,alpha
tr|A0A370PAH0|A0A370PAH0_ASPPH,8ca.alpha.45,30.9,7.4e-11,alpha
tr|A0A370PDN1|A0A370PDN1_ASPPH,8ca.beta.45,130.0,4.9e-41,beta
tr|A0A370PKQ2|A0A370PKQ2_ASPPH,8ca.alpha.45,21.1,7.8e-08,alpha
tr|A0A370QGQ2|A0A370QGQ2_9GAMM,8ca.beta.45,354.9,1.1e-109,beta
tr|A0A370R1T2|A0A370R1T2_9GAMM,8ca.alpha.45,20.9,9e-08,alpha
tr|A0A370S2H7|A0A370S2H7_PSEJE,8ca.alpha.45,24.3,7.8e-09,alpha
tr|A0A370S5F7|A0A370S5F7_PSEJE,8ca.alpha.45,41.8,3.4e-14,alpha
tr|A0A370SE79|A0A370SE79_PSEJE,8ca.alpha.45,35.7,2.5e-12,alpha
tr|A0A370TMW1|A0A370TMW1_9HELO,8ca.alpha.45,87.1,4.1e-28,alpha
tr|A0A370TR12|A0A370TR12_9HELO,,,,NO_HIT
tr|A0A370TV53|A0A370TV53_9HELO,8ca.beta.45,163.7,2.5e-51,beta
tr|A0A370TVE3|A0A370TVE3_9HELO,8ca.alpha.45,18.3,5.4e-07,alpha
tr|A0A370U5U4|A0A370U5U4_9GAMM,8ca.alpha.45,27.5,8.3e-10,alpha
tr|A0A370V6I3|A0A370V6I3_9ESCH,8ca.alpha.45,22.8,2.3e-08,alpha
tr|A0A370V903|A0A370V903_9ESCH,8ca.gamma.45,135.1,7.3e-43,gamma
tr|A0A370VJB8|A0A370VJB8_9ACTN,8ca.alpha.45,85.6,1.2e-27,alpha
tr|A0A370VL14|A0A370VL14_9ACTN,8ca.alpha.45,20.8,9.8e-08,alpha
tr|A0A370VYW2|A0A370VYW2_9ACTN,8ca.alpha.45,20.6,1.1e-07,alpha
tr|A0A370VZ12|A0A370VZ12_9ACTN,8ca.alpha.45,20.9,8.9e-08,alpha
tr|A0A370W1G4|A0A370W1G4_9ACTN,8ca.alpha.45,19.1,3.2e-07,alpha
tr|A0A370W253|A0A370W253_9ACTN,8ca.alpha.45,15.8,3.2e-06,alpha
tr|A0A370WUY2|A0A370WUY2_9GAMM,8ca.alpha.45,27.7,7e-10,alpha
tr|A0A370X8T1|A0A370X8T1_9GAMM,8ca.alpha.45,21.2,7.2e-08,alpha
tr|A0A370XBA7|A0A370XBA7_9GAMM,8ca.alpha.45,19.0,3.4e-07,alpha
tr|A0A370XC00|A0A370XC00_9GAMM,8ca.alpha.45,30.0,1.4e-10,alpha
tr|A0A371AWI8|A0A371AWI8_9FIRM,8ca.alpha.45,153.3,2.1000000000000002e-48,alpha
tr|A0A371AXE0|A0A371AXE0_9FIRM,8ca.alpha.45,34.2,7.3e-12,alpha
tr|A0A371B844|A0A371B844_9BRAD,8ca.beta.45,302.5,1.1e-93,beta
tr|A0A371BCR4|A0A371BCR4_9BRAD,8ca.alpha.45,26.2,2.1e-09,alpha
tr|A0A371BDN8|A0A371BDN8_9BRAD,8ca.alpha.45,11.1,9e-05,alpha
tr|A0A371BHF3|A0A371BHF3_9SPHN,8ca.alpha.45,10.6,0.00013,alpha
tr|A0A371BJ85|A0A371BJ85_9SPHN,8ca.alpha.45,37.5,7.3e-13,alpha
tr|A0A371BSR5|A0A371BSR5_9MICC,8ca.alpha.45,36.9,1.1e-12,alpha
tr|A0A371BWF1|A0A371BWF1_9MICC,8ca.alpha.45,19.9,1.8e-07,alpha
tr|A0A371CGS9|A0A371CGS9_9APHY,8ca.alpha.45,35.9,2.2e-12,alpha
tr|A0A371CY80|A0A371CY80_9APHY,,,,NO_HIT
tr|A0A371DAM2|A0A371DAM2_9APHY,8ca.alpha.45,35.9,2.1e-12,alpha
tr|A0A371DUP2|A0A371DUP2_9APHY,8ca.alpha.45,87.7,2.7000000000000003e-28,alpha
tr|A0A371E1Y4|A0A371E1Y4_MUCPR,8ca.beta.45,190.1,2.2000000000000003e-59,beta
tr|A0A371E2L6|A0A371E2L6_MUCPR,8ca.beta.45,179.0,5.2e-56,beta
tr|A0A371ENX3|A0A371ENX3_MUCPR,8ca.beta.45,154.2,2e-48,beta
tr|A0A371F0M3|A0A371F0M3_MUCPR,8ca.beta.45,208.8,4.4e-65,beta
tr|A0A371F911|A0A371F911_MUCPR,8ca.alpha.45,18.8,4e-07,alpha
tr|A0A371FA51|A0A371FA51_MUCPR,8ca.alpha.45,25.2,4.2e-09,alpha
tr|A0A371FDJ9|A0A371FDJ9_MUCPR,8ca.beta.45,367.8,1.4e-113,beta
tr|A0A371FPF2|A0A371FPF2_MUCPR,8ca.beta.45,182.5,4.5000000000000003e-57,beta
tr|A0A371FQ26|A0A371FQ26_MUCPR,8ca.beta.45,203.3,1.9999999999999999e-63,beta
tr|A0A371G012|A0A371G012_MUCPR,8ca.beta.45,202.8,2.9e-63,beta
tr|A0A371GA81|A0A371GA81_MUCPR,8ca.alpha.45,29.1,2.7e-10,alpha
tr|A0A371GKJ6|A0A371GKJ6_MUCPR,8ca.alpha.45,15.4,4.4e-06,alpha
tr|A0A371GU33|A0A371GU33_MUCPR,8ca.alpha.45,29.7,1.8e-10,alpha
tr|A0A371I057|A0A371I057_MUCPR,8ca.alpha.45,20.7,1e-07,alpha
tr|A0A371IYS2|A0A371IYS2_9FIRM,8ca.alpha.45,189.6,1.5e-59,alpha
tr|A0A371JK48|A0A371JK48_9FIRM,8ca.alpha.45,175.7,2.6e-55,alpha
tr|A0A371K3C6|A0A371K3C6_9GAMM,8ca.alpha.45,25.1,4.7e-09,alpha
tr|A0A371K6K1|A0A371K6K1_9GAMM,8ca.beta.45,228.8,3.5000000000000003e-71,beta
tr|A0A371KG56|A0A371KG56_9EURY,8ca.alpha.45,15.5,3.9e-06,alpha
tr|A0A371KTV8|A0A371KTV8_9EURY,8ca.alpha.45,15.6,3.9e-06,alpha
tr|A0A371L4Z2|A0A371L4Z2_9EURY,8ca.alpha.45,15.5,3.9e-06,alpha
tr|A0A371LIH3|A0A371LIH3_9EURY,8ca.alpha.45,14.7,7.3e-06,alpha
tr|A0A371LK81|A0A371LK81_9EURY,8ca.alpha.45,14.9,6.3e-06,alpha
tr|A0A371M110|A0A371M110_9EURY,8ca.alpha.45,18.2,6.2e-07,alpha
tr|A0A371ME25|A0A371ME25_9EURY,8ca.alpha.45,14.9,6.3e-06,alpha
tr|A0A371MMI0|A0A371MMI0_9EURY,8ca.alpha.45,16.5,2e-06,alpha
tr|A0A371N1Y1|A0A371N1Y1_9EURY,8ca.alpha.45,16.8,1.6e-06,alpha
tr|A0A371NX80|A0A371NX80_9MICO,8ca.alpha.45,26.5,1.8e-09,alpha
tr|A0A371P300|A0A371P300_9ACTN,8ca.alpha.45,88.9,1.2e-28,alpha
tr|A0A371P8F5|A0A371P8F5_9BACL,8ca.alpha.45,167.5,8.7e-53,alpha
tr|A0A371PH43|A0A371PH43_9BACL,8ca.beta.45,295.5,1.6e-91,beta
tr|A0A371PLS7|A0A371PLS7_9BACL,8ca.alpha.45,175.5,3.0999999999999996e-55,alpha
tr|A0A371PUB9|A0A371PUB9_STRIH,8ca.alpha.45,88.1,2.0000000000000002e-28,alpha
tr|A0A371Q1X7|A0A371Q1X7_STRIH,8ca.alpha.45,15.6,3.8e-06,alpha
tr|A0A371Q875|A0A371Q875_STRIH,8ca.alpha.45,16.2,2.4e-06,alpha
tr|A0A371QAC0|A0A371QAC0_STRIH,8ca.alpha.45,24.9,5.1e-09,alpha
tr|A0A371R280|A0A371R280_9CREN,8ca.alpha.45,37.7,6.2e-13,alpha
tr|A0A371R2S3|A0A371R2S3_9CREN,8ca.alpha.45,37.7,6.3e-13,alpha
tr|A0A371R7Y6|A0A371R7Y6_9PROT,8ca.alpha.45,33.5,1.2e-11,alpha
tr|A0A371SJJ4|A0A371SJJ4_9BACI,8ca.alpha.45,178.5,3.6999999999999998e-56,alpha
tr|A0A371WN75|A0A371WN75_9HYPH,8ca.alpha.45,12.1,4.6e-05,alpha
tr|A0A371WP69|A0A371WP69_9HYPH,8ca.alpha.45,12.8,2.6e-05,alpha
tr|A0A371X4J5|A0A371X4J5_9HYPH,8ca.alpha.45,13.5,1.6e-05,alpha
tr|A0A371XH54|A0A371XH54_9HYPH,,,,NO_HIT
tr|A0A371XQM6|A0A371XQM6_9ACTN,8ca.alpha.45,18.7,4.1e-07,alpha
tr|A0A371XV78|A0A371XV78_9ACTN,8ca.alpha.45,19.6,2.2e-07,alpha
tr|A0A371Y2D6|A0A371Y2D6_9ACTN,8ca.alpha.45,85.3,1.5e-27,alpha
tr|A0A371Y6L2|A0A371Y6L2_9ACTN,8ca.alpha.45,18.2,5.8e-07,alpha
tr|A0A371Y9S8|A0A371Y9S8_9ACTN,8ca.alpha.45,24.6,6.5e-09,alpha
tr|A0A371YRS0|A0A371YRS0_9GAMM,8ca.beta.45,343.7,2.9999999999999997e-106,beta
tr|A0A371YS99|A0A371YS99_9GAMM,8ca.alpha.45,34.6,5.4e-12,alpha
tr|A0A371YT70|A0A371YT70_9GAMM,8ca.alpha.45,34.1,7.6e-12,alpha
tr|A0A371Z405|A0A371Z405_9PROT,8ca.alpha.45,23.1,1.8e-08,alpha
tr|A0A372BKU4|A0A372BKU4_9GAMM,8ca.alpha.45,28.1,5.3e-10,alpha
tr|A0A372BPY8|A0A372BPY8_9GAMM,8ca.alpha.45,27.5,8.2e-10,alpha
tr|A0A372BSB0|A0A372BSB0_9GAMM,8ca.alpha.45,28.0,6.1e-10,alpha
tr|A0A372DD11|A0A372DD11_9CYAN,8ca.alpha.45,99.9,5.1e-32,alpha
tr|A0A372DHC9|A0A372DHC9_9CYAN,8ca.alpha.45,31.7,4.4e-11,alpha
tr|A0A372DPB3|A0A372DPB3_9GAMM,8ca.alpha.45,23.8,1.1e-08,alpha
tr|A0A372E088|A0A372E088_9BACT,8ca.alpha.45,27.9,6.1e-10,alpha
tr|A0A372E2G3|A0A372E2G3_9BACT,8ca.alpha.45,27.5,8.7e-10,alpha
tr|A0A372EJQ2|A0A372EJQ2_9BURK,8ca.alpha.45,27.8,6.8e-10,alpha
tr|A0A372EZW9|A0A372EZW9_9RHOB,8ca.alpha.45,17.9,7.7e-07,alpha
tr|A0A372F3Z3|A0A372F3Z3_9BACT,8ca.alpha.45,29.7,1.7e-10,alpha
tr|A0A372F706|A0A372F706_9BACT,8ca.alpha.45,32.6,2.3e-11,alpha
tr|A0A372FTG2|A0A372FTG2_9ACTN,8ca.alpha.45,27.1,1.1e-09,alpha
tr|A0A372G8H7|A0A372G8H7_9ACTN,8ca.alpha.45,14.1,1.1e-05,alpha
tr|A0A372GQ31|A0A372GQ31_9ACTN,8ca.alpha.45,100.2,3.9999999999999997e-32,alpha
tr|A0A372ICD1|A0A372ICD1_9RHOB,8ca.alpha.45,14.0,1.2e-05,alpha
tr|A0A372IP72|A0A372IP72_9BACT,8ca.alpha.45,30.5,9.9e-11,alpha
tr|A0A372J8Q5|A0A372J8Q5_9ACTN,8ca.alpha.45,85.5,1.3e-27,alpha
tr|A0A372JLW2|A0A372JLW2_9ACTN,8ca.alpha.45,23.7,1.2e-08,alpha
tr|A0A372K4P3|A0A372K4P3_9BURK,8ca.alpha.45,23.7,1.2e-08,alpha
tr|A0A372K6F4|A0A372K6F4_9BURK,8ca.alpha.45,35.1,4e-12,alpha
tr|A0A372KN96|A0A372KN96_9STRE,8ca.alpha.45,93.2,5.8000000000000005e-30,alpha
tr|A0A372LGG7|A0A372LGG7_9BACI,8ca.alpha.45,181.5,4.3e-57,alpha
tr|A0A372LJW1|A0A372LJW1_9BACI,8ca.alpha.45,178.3,4.2e-56,alpha
tr|A0A372LYD6|A0A372LYD6_9ACTN,8ca.alpha.45,85.5,1.3e-27,alpha
tr|A0A372MBK1|A0A372MBK1_9ACTN,8ca.alpha.45,18.0,6.8e-07,alpha
tr|A0A372NBY3|A0A372NBY3_9HYPH,8ca.alpha.45,13.0,2.4e-05,alpha
tr|A0A372NYJ1|A0A372NYJ1_9SPHI,8ca.alpha.45,23.0,2e-08,alpha
tr|A0A372QM52|A0A372QM52_9GLOM,8ca.alpha.45,25.7,3e-09,alpha
tr|A0A372RFF9|A0A372RFF9_9GLOM,8ca.beta.45,196.3,2.7999999999999998e-61,beta
tr|A0A372RGX7|A0A372RGX7_9GLOM,8ca.alpha.45,21.7,4.9e-08,alpha
tr|A0A372RLN1|A0A372RLN1_9GLOM,8ca.beta.45,115.2,1.6e-36,beta
tr|A0A372RUN1|A0A372RUN1_9GLOM,8ca.beta.45,175.7,5.2999999999999996e-55,beta
tr|A0A372ZIT1|A0A372ZIT1_9ACTN,8ca.alpha.45,12.2,4.3e-05,alpha
tr|A0A372ZLC3|A0A372ZLC3_9ACTN,8ca.alpha.45,26.6,1.6e-09,alpha
tr|A0A372ZN53|A0A372ZN53_9ACTN,8ca.alpha.45,91.7,1.5999999999999999e-29,alpha
tr|A0A372ZUL5|A0A372ZUL5_9ACTN,8ca.alpha.45,87.1,4.3e-28,alpha
tr|A0A372ZX26|A0A372ZX26_9ACTN,8ca.alpha.45,14.4,8.7e-06,alpha
tr|A0A373B8U9|A0A373B8U9_9GAMM,8ca.alpha.45,27.4,8.7e-10,alpha
tr|A0A373DCY7|A0A373DCY7_9MICO,8ca.alpha.45,25.3,3.9e-09,alpha
tr|A0A373FI28|A0A373FI28_COMTE,8ca.alpha.45,29.0,2.8e-10,alpha
tr|A0A373JAN3|A0A373JAN3_9FIRM,8ca.alpha.45,183.5,1e-57,alpha
tr|A0A374APX4|A0A374APX4_9FIRM,8ca.alpha.45,178.4,3.9999999999999997e-56,alpha
tr|A0A374AWA8|A0A374AWA8_9FIRM,8ca.alpha.45,194.7,4e-61,alpha
tr|A0A374P0H4|A0A374P0H4_9FIRM,8ca.alpha.45,190.4,8.000000000000001e-60,alpha
tr|A0A375A8S5|A0A375A8S5_9GAMM,8ca.alpha.45,19.9,1.8e-07,alpha
tr|A0A375B8E5|A0A375B8E5_9BURK,8ca.alpha.45,30.1,1.3e-10,alpha
tr|A0A375B9V5|A0A375B9V5_9BURK,8ca.alpha.45,30.2,1.3e-10,alpha
tr|A0A375C9B7|A0A375C9B7_9BURK,8ca.beta.45,295.4,1.6e-91,beta
tr|A0A375C9D2|A0A375C9D2_9BURK,,,,NO_HIT
tr|A0A375CG94|A0A375CG94_9BURK,8ca.beta.45,294.4,3.3999999999999997e-91,beta
tr|A0A375DYT5|A0A375DYT5_9BURK,8ca.alpha.45,30.2,1.3e-10,alpha
tr|A0A375EYH9|A0A375EYH9_9BURK,8ca.alpha.45,29.9,1.5e-10,alpha
tr|A0A375FRM6|A0A375FRM6_9BURK,8ca.alpha.45,31.0,7.1e-11,alpha
tr|A0A375GJK3|A0A375GJK3_9BURK,8ca.beta.45,296.8,6.2e-92,beta
tr|A0A375GL03|A0A375GL03_9BURK,8ca.beta.45,303.1,7.2e-94,beta
tr|A0A375GQU9|A0A375GQU9_9BURK,8ca.alpha.45,30.1,1.3e-10,alpha
tr|A0A375H1N8|A0A375H1N8_9BURK,8ca.alpha.45,30.2,1.3e-10,alpha
tr|A0A375HPF0|A0A375HPF0_9BURK,,,,NO_HIT
tr|A0A375HPF8|A0A375HPF8_9BURK,8ca.beta.45,293.3,7.3e-91,beta
tr|A0A375I270|A0A375I270_9ACTN,8ca.alpha.45,81.7,1.9e-26,alpha
tr|A0A375IPG8|A0A375IPG8_9BURK,8ca.alpha.45,34.8,4.9e-12,alpha
tr|A0A375IQ58|A0A375IQ58_9BURK,8ca.alpha.45,15.8,3.2e-06,alpha
tr|A0A375IQU6|A0A375IQU6_9BURK,8ca.alpha.45,44.1,6.8e-15,alpha
tr|A0A375IR48|A0A375IR48_9BURK,8ca.beta.45,297.4,3.9e-92,beta
tr|A0A375IY76|A0A375IY76_9BURK,8ca.alpha.45,29.8,1.7e-10,alpha
tr|A0A375J734|A0A375J734_9BURK,8ca.alpha.45,15.3,4.7e-06,alpha
tr|A0A375J7G3|A0A375J7G3_9BURK,8ca.beta.45,293.5,6.1e-91,beta
tr|A0A375YBU7|A0A375YBU7_MYCPF,8ca.alpha.45,26.8,1.4e-09,alpha
tr|A0A375YQF9|A0A375YQF9_MYCPF,8ca.alpha.45,96.4,6.0000000000000005e-31,alpha
tr|A0A375YX25|A0A375YX25_MYCSH,8ca.alpha.45,26.8,1.3e-09,alpha
tr|A0A376ALP0|A0A376ALP0_9HYPH,8ca.alpha.45,16.5,2.1e-06,alpha
tr|A0A376AMN6|A0A376AMN6_9HYPH,8ca.alpha.45,20.5,1.2e-07,alpha
tr|A0A376BB15|A0A376BB15_9ASCO,8ca.alpha.45,30.1,1.3e-10,alpha
tr|A0A376BYK3|A0A376BYK3_9FLAO,8ca.alpha.45,27.1,1.1e-09,alpha
tr|A0A376CK10|A0A376CK10_9CORY,8ca.alpha.45,27.0,1.2e-09,alpha
tr|A0A376D2S0|A0A376D2S0_9CORY,8ca.alpha.45,42.4,2.2e-14,alpha
tr|A0A376DK73|A0A376DK73_9GAMM,8ca.alpha.45,21.9,4.3e-08,alpha
tr|A0A376F963|A0A376F963_ENTAS,8ca.alpha.45,42.6,1.9e-14,alpha
tr|A0A376FGA2|A0A376FGA2_ENTAS,8ca.beta.45,335.5,9.5e-104,beta
tr|A0A376FHB1|A0A376FHB1_ENTAS,,,,NO_HIT
tr|A0A376FI72|A0A376FI72_ENTAS,,,,NO_HIT
tr|A0A376FS29|A0A376FS29_ECOLX,8ca.gamma.45,135.3,6.5999999999999995e-43,gamma
tr|A0A376G1H2|A0A376G1H2_9FLAO,8ca.alpha.45,36.2,1.8e-12,alpha
tr|A0A376K391|A0A376K391_ECOLX,8ca.alpha.45,22.8,2.3e-08,alpha
tr|A0A376K5Y4|A0A376K5Y4_ECOLX,8ca.gamma.45,131.7,8.3e-42,gamma
tr|A0A376LHU9|A0A376LHU9_ECOLX,8ca.alpha.45,22.5,2.9e-08,alpha
tr|A0A376LIN2|A0A376LIN2_ECOLX,8ca.alpha.45,29.9,1.5e-10,alpha
tr|A0A376P0B4|A0A376P0B4_ECOLX,8ca.gamma.45,135.1,7.7e-43,gamma
tr|A0A376VYR0|A0A376VYR0_ECOLX,8ca.alpha.45,21.6,5.4e-08,alpha
tr|A0A376X3U4|A0A376X3U4_ECOLX,8ca.gamma.45,135.1,7.499999999999999e-43,gamma
tr|A0A376YEM9|A0A376YEM9_ECOLX,8ca.alpha.45,27.6,7.8e-10,alpha
tr|A0A377AXR4|A0A377AXR4_ECOLX,8ca.alpha.45,31.5,5.1e-11,alpha
tr|A0A377CWB2|A0A377CWB2_ECOLX,8ca.alpha.45,23.3,1.7e-08,alpha
tr|A0A377DH88|A0A377DH88_ECOLX,8ca.alpha.45,29.4,2.3e-10,alpha
tr|A0A377F8I6|A0A377F8I6_ECOLX,8ca.alpha.45,11.8,5.5e-05,alpha
tr|A0A377FFS3|A0A377FFS3_ECOLX,8ca.gamma.45,139.3,3.9e-44,gamma
tr|A0A377FW70|A0A377FW70_9BACL,8ca.alpha.45,190.0,1.1000000000000002e-59,alpha
tr|A0A377G8R6|A0A377G8R6_9GAMM,8ca.alpha.45,36.1,1.9e-12,alpha
tr|A0A377GC37|A0A377GC37_9GAMM,8ca.alpha.45,22.5,2.9e-08,alpha
tr|A0A377GCZ5|A0A377GCZ5_9GAMM,8ca.alpha.45,19.1,3.2e-07,alpha
tr|A0A377GHL9|A0A377GHL9_9GAMM,8ca.alpha.45,39.7,1.6e-13,alpha
tr|A0A377GKN2|A0A377GKN2_9GAMM,8ca.alpha.45,30.7,8.8e-11,alpha
tr|A0A377HL04|A0A377HL04_GRIHO,8ca.alpha.45,29.3,2.3e-10,alpha
tr|A0A377I3V1|A0A377I3V1_HAEPH,8ca.alpha.45,23.2,1.8e-08,alpha
tr|A0A377IR73|A0A377IR73_HELPX,8ca.beta.45,227.7,7.3e-71,beta
tr|A0A377IUK0|A0A377IUK0_HELPX,8ca.alpha.45,29.1,2.7e-10,alpha
tr|A0A377IWL3|A0A377IWL3_9PAST,8ca.beta.45,280.3,6.7e-87,beta
tr|A0A377J082|A0A377J082_9PAST,8ca.alpha.45,20.9,8.8e-08,alpha
tr|A0A377J3Y0|A0A377J3Y0_9HELI,8ca.alpha.45,21.1,8e-08,alpha
tr|A0A377JEW5|A0A377JEW5_HAEPA,8ca.alpha.45,20.7,1.1e-07,alpha
tr|A0A377JGE2|A0A377JGE2_HAEPA,8ca.beta.45,131.5,1.7e-41,beta
tr|A0A377JNK4|A0A377JNK4_9HELI,8ca.alpha.45,25.6,3.1e-09,alpha
tr|A0A377JV84|A0A377JV84_9HELI,8ca.alpha.45,25.7,3.1e-09,alpha
tr|A0A377KP34|A0A377KP34_9ENTE,8ca.beta.45,158.5,9.3e-50,beta
tr|A0A377LNB4|A0A377LNB4_ENTCL,8ca.beta.45,298.1,2.5e-92,beta
tr|A0A377M157|A0A377M157_ENTCL,8ca.alpha.45,41.5,4.1e-14,alpha
tr|A0A377NFE9|A0A377NFE9_9GAMM,8ca.alpha.45,26.1,2.2e-09,alpha
tr|A0A377PJU0|A0A377PJU0_HAFAL,8ca.alpha.45,40.5,8.6e-14,alpha
tr|A0A377PTI4|A0A377PTI4_9HELI,8ca.beta.45,189.4,3.7000000000000004e-59,beta
tr|A0A377PWA0|A0A377PWA0_9HELI,8ca.beta.45,281.7,2.4e-87,beta
tr|A0A377Q7K9|A0A377Q7K9_9NEIS,8ca.beta.45,290.8,4.299999999999999e-90,beta
tr|A0A377QBN1|A0A377QBN1_9BURK,8ca.alpha.45,14.6,7.9e-06,alpha
tr|A0A377RLL1|A0A377RLL1_HELPX,8ca.alpha.45,27.9,6.4e-10,alpha
tr|A0A377RN49|A0A377RN49_9BURK,8ca.alpha.45,22.6,2.7e-08,alpha
tr|A0A377RZT3|A0A377RZT3_HELPX,8ca.beta.45,228.0,5.9999999999999995e-71,beta
tr|A0A377SUI0|A0A377SUI0_9NEIS,8ca.alpha.45,30.2,1.3e-10,alpha
tr|A0A377SV76|A0A377SV76_9NEIS,8ca.alpha.45,13.7,1.5e-05,alpha
tr|A0A377T773|A0A377T773_RAOPL,8ca.alpha.45,39.5,1.7e-13,alpha
tr|A0A377TNZ1|A0A377TNZ1_KLEPN,8ca.alpha.45,13.6,1.5e-05,alpha
tr|A0A377TUK1|A0A377TUK1_KLEPN,,,,NO_HIT
tr|A0A377TYS2|A0A377TYS2_KLEPN,8ca.alpha.45,29.8,1.7e-10,alpha
tr|A0A377UW15|A0A377UW15_KLEPN,8ca.alpha.45,13.7,1.4e-05,alpha
tr|A0A377WBJ0|A0A377WBJ0_KLEPN,8ca.alpha.45,13.1,2.1e-05,alpha
tr|A0A377WX99|A0A377WX99_KLEPN,8ca.alpha.45,15.3,4.5e-06,alpha
tr|A0A377WYK7|A0A377WYK7_KLEPN,8ca.alpha.45,39.8,1.4e-13,alpha
tr|A0A377XZA4|A0A377XZA4_KLEPN,8ca.alpha.45,12.3,3.8e-05,alpha
tr|A0A377Z022|A0A377Z022_KLEPO,8ca.alpha.45,24.5,7.1e-09,alpha
tr|A0A378B0S9|A0A378B0S9_KLEPO,8ca.alpha.45,12.3,3.8e-05,alpha
tr|A0A378B7W6|A0A378B7W6_KLEPN,,,,NO_HIT
tr|A0A378CG37|A0A378CG37_KLEPN,8ca.alpha.45,12.3,3.8e-05,alpha
tr|A0A378FTL6|A0A378FTL6_KLEPN,8ca.alpha.45,13.6,1.6e-05,alpha
tr|A0A378FWW6|A0A378FWW6_KLEPN,8ca.alpha.45,24.4,7.5e-09,alpha
tr|A0A378GU31|A0A378GU31_9ENTR,8ca.alpha.45,22.8,2.4e-08,alpha
tr|A0A378GUD8|A0A378GUD8_9ENTR,8ca.alpha.45,41.4,4.5e-14,alpha
tr|A0A378I3J0|A0A378I3J0_9GAMM,8ca.alpha.45,37.6,6.4e-13,alpha
tr|A0A378I4R2|A0A378I4R2_9GAMM,8ca.alpha.45,21.4,6.3e-08,alpha
tr|A0A378I6B6|A0A378I6B6_9GAMM,8ca.alpha.45,28.3,4.6e-10,alpha
tr|A0A378I702|A0A378I702_9GAMM,8ca.alpha.45,34.2,7.4e-12,alpha
tr|A0A378I8S3|A0A378I8S3_9GAMM,8ca.alpha.45,37.0,9.9e-13,alpha
tr|A0A378ILE1|A0A378ILE1_9GAMM,8ca.alpha.45,25.9,2.7e-09,alpha
tr|A0A378ILP5|A0A378ILP5_9GAMM,8ca.alpha.45,34.3,6.7e-12,alpha
tr|A0A378IRS8|A0A378IRS8_9GAMM,8ca.alpha.45,17.6,8.9e-07,alpha
tr|A0A378ISE5|A0A378ISE5_9GAMM,8ca.alpha.45,29.9,1.6e-10,alpha
tr|A0A378IWE0|A0A378IWE0_9GAMM,8ca.alpha.45,24.9,5.4e-09,alpha
tr|A0A378IX50|A0A378IX50_9GAMM,8ca.alpha.45,29.5,2e-10,alpha
tr|A0A378J651|A0A378J651_9GAMM,8ca.alpha.45,17.9,7.4e-07,alpha
tr|A0A378J8B4|A0A378J8B4_9GAMM,8ca.alpha.45,35.5,3e-12,alpha
tr|A0A378J8Q3|A0A378J8Q3_9GAMM,8ca.alpha.45,25.3,4e-09,alpha
tr|A0A378J9H1|A0A378J9H1_9GAMM,8ca.alpha.45,29.7,1.8e-10,alpha
tr|A0A378JFU8|A0A378JFU8_9GAMM,8ca.alpha.45,37.7,6.2e-13,alpha
tr|A0A378JNB9|A0A378JNB9_9GAMM,8ca.alpha.45,35.7,2.6e-12,alpha
tr|A0A378JR66|A0A378JR66_9GAMM,8ca.alpha.45,22.1,3.9e-08,alpha
tr|A0A378K017|A0A378K017_9GAMM,8ca.alpha.45,23.7,1.2e-08,alpha
tr|A0A378K1C5|A0A378K1C5_9GAMM,8ca.alpha.45,34.8,4.8e-12,alpha
tr|A0A378K3R2|A0A378K3R2_LEGPN,8ca.alpha.45,39.3,2e-13,alpha
tr|A0A378K7B7|A0A378K7B7_LEGPN,8ca.alpha.45,21.3,6.9e-08,alpha
